"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"1060","GLOG",95.17,"M",43.65,"M",5.71,"M",2.81,13.09,95170000,43650000,5710000
"1061","GLOG.PRA",NA,NA,NA,NA,5331,NA,-73.66,NA,NA,NA,5331
"1062","GLOP",47.52,"M",33.14,"M",1.68,"M",-1.92,5.08,47520000,33140000,1680000
"1063","GLOP.PRA",NA,NA,NA,NA,14480,NA,68.86,NA,NA,NA,14480
"1064","GLOP.PRB",NA,NA,NA,NA,1512,NA,-20.08,NA,NA,NA,1512
"1065","GLOP.PRC",NA,NA,NA,NA,745,NA,-69.4,NA,NA,NA,745
"1066","GLP",34,"M",28.27,"M",56953,NA,-5.48,0.2,3.4e+07,28270000,56953
"1067","GLP.PRA",NA,NA,NA,NA,3023,NA,-4.7,NA,NA,NA,3023
"1068","GLT",44.31,"M",43.45,"M",565374,NA,-0.66,1.3,44310000,43450000,565374
"1069","GLW",764.01,"M",761.67,"M",9.71,"M",-1.9,1.27,764010000,761670000,9710000
"1070","GM",1.43,"B",1.36,"B",18.72,"M",19.33,1.38,1.43e+09,1.36e+09,18720000
"1071","GME",69.75,"M",51.44,"M",61.78,"M",-13.22,120.1,69750000,51440000,61780000
"1072","GMED",76.24,"M",75.58,"M",1.31,"M",-9.24,1.73,76240000,75580000,1310000
"1073","GMRE",48.19,"M",44.42,"M",844468,NA,-18.18,1.9,48190000,44420000,844468
"1074","GMRE.PRA",NA,NA,NA,NA,768,NA,42.49,NA,NA,NA,768
"1075","GMS",42.68,"M",41.62,"M",1.07,"M",-17.2,2.58,42680000,41620000,1070000
"1076","GMTA",NA,NA,NA,NA,2039,NA,517.88,NA,NA,NA,2039
"1077","GNE",24.65,"M",15.98,"M",788359,NA,-14.62,4.93,24650000,15980000,788359
"1078","GNE.PRA",NA,NA,NA,NA,1668,NA,-35.45,NA,NA,NA,1668
"1079","GNK",41.8,"M",33.11,"M",267963,NA,-8.71,0.81,41800000,33110000,267963
"1080","GNL",89.48,"M",89.27,"M",1.07,"M",12.31,1.2,89480000,89270000,1070000
"1081","GNL.PRA",6.8,"M",NA,NA,3933,NA,261.16,NA,6800000,NA,3933
"1082","GNL.PRB",3.64,"M",NA,NA,2439,NA,-6.94,NA,3640000,NA,2439
"1083","GNRC",62.84,"M",61.8,"M",1.73,"M",-8.96,2.8,62840000,61800000,1730000
"1084","GNT.PRA",NA,NA,NA,NA,1161,NA,-60.03,NA,NA,NA,1161
"1085","GNW",505.59,"M",500.51,"M",13.27,"M",-10.92,2.65,505590000,500510000,13270000
"1086","GOAC",57.5,"M",NA,NA,159196,NA,170.6,NA,57500000,NA,159196
"1087","GOL",137.01,"M",114.07,"M",3.37,"M",11.65,2.95,137010000,114070000,3370000
"1088","GOLD",1.78,"B",1.77,"B",15.9,"M",22.93,0.9,1.78e+09,1.77e+09,15900000
"1089","GOLF",74.29,"M",33.66,"M",1.87,"M",-6.02,5.54,74290000,33660000,1870000
"1090","GOOS",59.14,"M",58.91,"M",9.93,"M",2.36,16.86,59140000,58910000,9930000
"1091","GPC",144.26,"M",140.3,"M",2.26,"M",7.33,1.61,144260000,140300000,2260000
"1092","GPI",18.26,"M",17.35,"M",2.29,"M",-5.12,13.18,18260000,17350000,2290000
"1093","GPJA",NA,NA,NA,NA,88839,NA,2.43,NA,NA,NA,88839
"1094","GPK",270.78,"M",268.08,"M",4.69,"M",20.3,1.75,270780000,268080000,4690000
"1095","GPMT",55.21,"M",54.04,"M",2.36,"M",-10.13,4.37,55210000,54040000,2360000
"1096","GPN",299.34,"M",297.27,"M",4.26,"M",-9.39,1.43,299340000,297270000,4260000
"1097","GPRK",60.55,"M",37.68,"M",55287,NA,-33.68,0.15,60550000,37680000,55287
"1098","GPS",374.03,"M",202.78,"M",19.52,"M",16.11,9.62,374030000,202780000,19520000
"1099","GPX",17.16,"M",15.79,"M",203785,NA,-7.1,1.29,17160000,15790000,203785
"1100","GRA",66.19,"M",63.56,"M",639074,NA,-36.17,1.01,66190000,63560000,639074
"1101","GRC",26.1,"M",17.36,"M",285263,NA,-2.8,1.64,26100000,17360000,285263
"1102","GRUB",92.75,"M",92.56,"M",14.45,"M",-20.74,15.62,92750000,92560000,14450000
"1103","GS",344.07,"M",330.84,"M",5.31,"M",21.23,1.6,344070000,330840000,5310000
"1104","GS.PRA",NA,NA,NA,NA,12057,NA,-9.12,NA,NA,NA,12057
"1105","GS.PRC",NA,NA,NA,NA,1158,NA,-6.01,NA,NA,NA,1158
"1106","GS.PRD",NA,NA,NA,NA,7592,NA,-84.74,NA,NA,NA,7592
"1107","GS.PRJ",NA,NA,NA,NA,18936,NA,-79.52,NA,NA,NA,18936
"1108","GS.PRK",NA,NA,NA,NA,188753,NA,6.96,NA,NA,NA,188753
"1109","GS.PRN",NA,NA,NA,NA,24692,NA,-51.91,NA,NA,NA,24692
"1110","GSAH",75,"M",74.8,"M",227968,NA,-48.25,0.3,7.5e+07,74800000,227968
"1111","GSBD",101.53,"M",101.33,"M",1.26,"M",-26.25,1.24,101530000,101330000,1260000
"1112","GSK",2.51,"B",2.5,"B",13.73,"M",5.13,0.55,2.51e+09,2.5e+09,13730000
"1113","GSL",36.1,"M",26.6,"M",75845,NA,700.14,0.29,36100000,26600000,75845
"1114","GSL.PRB",1.67,"M",NA,NA,3701,NA,-15.48,NA,1670000,NA,3701
"1115","GSLD",NA,NA,NA,NA,3994,NA,-33.24,NA,NA,NA,3994
"1116","GSX",128.69,"M",128.62,"M",64.72,"M",19.91,50.32,128690000,128620000,64720000
"1117","GTES",290.79,"M",43.86,"M",233680,NA,21.32,0.53,290790000,43860000,233680
"1118","GTN",92.33,"M",78.99,"M",2.36,"M",-6.29,2.99,92330000,78990000,2360000
"1119","GTN.A",7.05,"M",938245,NA,986,NA,17.52,0.11,7050000,938245,986
"1120","GTS",23.43,"M",22.42,"M",976235,NA,-1.49,4.35,23430000,22420000,976235
"1121","GTT",58.82,"M",41.84,"M",8.69,"M",11.45,20.77,58820000,41840000,8690000
"1122","GTY",41.91,"M",36.18,"M",697831,NA,15.94,1.93,41910000,36180000,697831
"1123","GUT.PRA",NA,NA,NA,NA,453,NA,57.84,NA,NA,NA,453
"1124","GUT.PRC",NA,NA,NA,NA,1801,NA,-24.77,NA,NA,NA,1801
"1125","GVA",NA,NA,46.36,"M",4.04,"M",-11.71,8.71,NA,46360000,4040000
"1126","GWB",55.1,"M",54.83,"M",1.4,"M",9.61,2.55,55100000,54830000,1400000
"1127","GWRE",83.75,"M",83.62,"M",3.22,"M",1.93,3.85,83750000,83620000,3220000
"1128","GWW",53.67,"M",45.71,"M",839561,NA,9.63,1.84,53670000,45710000,839561
"1129","GYC",NA,NA,NA,NA,664,NA,183.76,NA,NA,NA,664
"1130","H",39.14,"M",38.15,"M",3.83,"M",0.68,10.05,39140000,38150000,3830000
"1131","HAE",50.78,"M",50.4,"M",1.08,"M",-4.43,2.14,50780000,50400000,1080000
"1132","HAL",884.01,"M",880.32,"M",35.01,"M",-2.14,3.98,884010000,880320000,35010000
"1133","HASI",75.38,"M",71.75,"M",4.59,"M",-4.97,6.4,75380000,71750000,4590000
"1134","HBB",9.64,"M",6.38,"M",433410,NA,7.12,6.8,9640000,6380000,433410
"1135","HBI",348.16,"M",343.56,"M",28.68,"M",1.32,8.35,348160000,343560000,28680000
"1136","HBM",NA,NA,216.82,"M",2.94,"M",14.44,1.36,NA,216820000,2940000
"1137","HCA",338.37,"M",264.27,"M",3.08,"M",-18.52,1.17,338370000,264270000,3080000
"1138","HCC",51.19,"M",50.96,"M",4.79,"M",6.83,9.41,51190000,50960000,4790000
"1139","HCHC",73.14,"M",45.29,"M",2.18,"M",-2.34,4.81,73140000,45290000,2180000
"1140","HCI",8.08,"M",6.4,"M",327795,NA,0.59,5.12,8080000,6400000,327795
"1141","HCXY",NA,NA,NA,NA,1487,NA,487.75,NA,NA,NA,1487
"1142","HCXZ",NA,NA,NA,NA,454,NA,44.59,NA,NA,NA,454
"1143","HD",1.08,"B",1.08,"B",7.66,"M",-0.23,0.71,1.08e+09,1.08e+09,7660000
"1144","HDB",1.84,"B",1.84,"B",6.41,"M",4.57,0.35,1.84e+09,1.84e+09,6410000
"1145","HE",109.46,"M",108.27,"M",1.14,"M",16.98,1.05,109460000,108270000,1140000
"1146","HEI",54.2,"M",42.13,"M",1.28,"M",-0.47,3.05,54200000,42130000,1280000
"1147","HEP",105.44,"M",44.19,"M",608471,NA,-16.87,1.38,105440000,44190000,608471
"1148","HES",307.08,"M",273.69,"M",7.35,"M",4.95,2.69,307080000,273690000,7350000
"1149","HESM",18.03,"M",16.32,"M",463787,NA,20.86,2.84,18030000,16320000,463787
"1150","HEXO",122.16,"M",115.8,"M",8.66,"M",52.12,7.48,122160000,115800000,8660000
"1151","HFC",162.02,"M",160.3,"M",9.67,"M",-12.83,6.04,162020000,160300000,9670000
"1152","HFRO.PRA",NA,NA,NA,NA,2480,NA,-59.31,NA,NA,NA,2480
"1153","HGH",NA,NA,NA,NA,38191,NA,76.22,NA,NA,NA,38191
"1154","HGV",85.11,"M",84.21,"M",2.47,"M",3.02,2.93,85110000,84210000,2470000
"1155","HHC",54.92,"M",53.01,"M",1.35,"M",-7.49,2.55,54920000,53010000,1350000
"1156","HI",75.03,"M",74.3,"M",921180,NA,-15.3,1.24,75030000,74300000,921180
"1157","HIG",358.33,"M",356.72,"M",4.2,"M",-3.28,1.18,358330000,356720000,4200000
"1158","HIG.PRG",NA,NA,NA,NA,2854,NA,-94.68,NA,NA,NA,2854
"1159","HIGA",36.39,"M",NA,NA,260541,NA,14.18,NA,36390000,NA,260541
"1160","HII",40.49,"M",39.35,"M",643911,NA,-17.91,1.64,40490000,39350000,643911
"1161","HIL",56.23,"M",46.99,"M",265645,NA,-7.83,0.57,56230000,46990000,265645
"1162","HIMS",181.49,"M",3.87,"M",290521,NA,280.88,7.5,181490000,3870000,290521
"1163","HIW",103.91,"M",102.62,"M",1.61,"M",-3.01,1.57,103910000,102620000,1610000
"1164","HKIB",46.76,"M",NA,NA,7833,NA,-29.57,NA,46760000,NA,7833
"1165","HL",528.78,"M",520.76,"M",14.64,"M",3.17,2.81,528780000,520760000,14640000
"1166","HL.PRB",NA,NA,NA,NA,282,NA,555.81,NA,NA,NA,282
"1167","HLF",132.17,"M",131.06,"M",5.53,"M",5.04,4.22,132170000,131060000,5530000
"1168","HLI",51.32,"M",51.43,"M",1.02,"M",13.37,1.98,51320000,51430000,1020000
"1169","HLT",277.31,"M",271.79,"M",10.47,"M",8.16,3.85,277310000,271790000,10470000
"1170","HLX",150.16,"M",141.09,"M",10.01,"M",-4.34,7.09,150160000,141090000,10010000
"1171","HMC",1.81,"B",1.73,"B",1.58,"M",2.76,0.09,1.81e+09,1.73e+09,1580000
"1172","HMI",26.28,"M",26.1,"M",910753,NA,-2.28,3.49,26280000,26100000,910753
"1173","HMLP",33.29,"M",17.53,"M",84052,NA,-30.08,0.48,33290000,17530000,84052
"1174","HMLP.PRA",6.72,"M",NA,NA,5165,NA,41.2,NA,6720000,NA,5165
"1175","HMN",41.41,"M",41.22,"M",711321,NA,3.97,1.73,41410000,41220000,711321
"1176","HMY",616.05,"M",608.94,"M",12.39,"M",23.5,2.04,616050000,608940000,12390000
"1177","HNGR",38.11,"M",36.43,"M",737362,NA,-2.8,2.02,38110000,36430000,737362
"1178","HNI",42.71,"M",42.12,"M",923800,NA,8.09,2.19,42710000,42120000,923800
"1179","HNP",NA,NA,117.47,"M",2085,NA,-71.95,0,NA,117470000,2085
"1180","HOG",153.24,"M",152.26,"M",18.24,"M",-0.03,11.98,153240000,152260000,18240000
"1181","HOME",64.81,"M",64.18,"M",11.89,"M",4.34,18.53,64810000,64180000,11890000
"1182","HON",701.69,"M",699.01,"M",5.27,"M",6.25,0.75,701690000,699010000,5270000
"1183","HOV",5.52,"M",5.02,"M",626930,NA,2.55,12.5,5520000,5020000,626930
"1184","HP",107.6,"M",103.92,"M",7.28,"M",2.24,7,107600000,103920000,7280000
"1185","HPE",1.29,"B",1.29,"B",25.75,"M",4.89,2,1.29e+09,1.29e+09,25750000
"1186","HPP",152.14,"M",149.2,"M",7,"M",7.01,4.69,152140000,149200000,7e+06
"1187","HPQ",1.37,"B",1.29,"B",20.34,"M",12.56,1.58,1.37e+09,1.29e+09,20340000
"1188","HPR",4.31,"M",2.2,"M",561157,NA,11.16,25.48,4310000,2200000,561157
"1189","HPX",25.3,"M",NA,NA,16853,NA,-71.53,NA,25300000,NA,16853
"1190","HR",136.05,"M",134.8,"M",2.89,"M",3.52,2.14,136050000,134800000,2890000
"1191","HRB",183.42,"M",182.63,"M",18.4,"M",-3.25,10.08,183420000,182630000,18400000
"1192","HRC",66.35,"M",66.19,"M",1.07,"M",14.87,1.62,66350000,66190000,1070000
"1193","HRI",29.23,"M",28.76,"M",607493,NA,-4.09,2.11,29230000,28760000,607493
"1194","HRL",539.92,"M",281.49,"M",23.31,"M",2.79,8.28,539920000,281490000,23310000
"1195","HRTG",27.74,"M",24.68,"M",489272,NA,-11.03,1.98,27740000,24680000,489272
"1196","HSBC",4.07,"B",4.07,"B",8.49,"M",-18.66,0.21,4.07e+09,4.07e+09,8490000
"1197","HSC",78.92,"M",77.81,"M",3.6,"M",-4.3,4.63,78920000,77810000,3600000
"1198","HSY",147.53,"M",147,"M",1.84,"M",2.06,1.25,147530000,1.47e+08,1840000
"1199","HT",38.84,"M",34.56,"M",1.08,"M",7.29,3.11,38840000,34560000,1080000
"1200","HT.PRC",NA,NA,NA,NA,30330,NA,-6.36,NA,NA,NA,30330
"1201","HT.PRD",7.7,"M",NA,NA,799,NA,62.07,NA,7700000,NA,799
"1202","HT.PRE",4,"M",NA,NA,1575,NA,46.24,NA,4e+06,NA,1575
"1203","HTA",218.57,"M",217.31,"M",12.72,"M",9.88,5.85,218570000,217310000,12720000
"1204","HTFA",NA,NA,NA,NA,3740,NA,180.57,NA,NA,NA,3740
"1205","HTGC",114.62,"M",112.74,"M",1.5,"M",-21.16,1.33,114620000,112740000,1500000
"1206","HTH",90.24,"M",69.3,"M",1.64,"M",-13.92,2.36,90240000,69300000,1640000
"1207","HTPA.U",30,"M",NA,NA,5010,NA,23.52,NA,3e+07,NA,5010
"1208","HUBB",54.24,"M",53.9,"M",658137,NA,25.68,1.22,54240000,53900000,658137
"1209","HUBS",45.89,"M",43.19,"M",1.06,"M",-2.75,2.46,45890000,43190000,1060000
"1210","HUM",132.34,"M",132.04,"M",4.68,"M",-11.21,3.54,132340000,132040000,4680000
"1211","HUN",220.79,"M",199.48,"M",3.17,"M",9,1.59,220790000,199480000,3170000
"1212","HUYA",8.29,"M",77.49,"M",28.56,"M",6.59,36.85,8290000,77490000,28560000
"1213","HVT",17.29,"M",15.08,"M",1.77,"M",2.36,11.73,17290000,15080000,1770000
"1214","HWM",433.6,"M",429.58,"M",6.62,"M",-9.75,1.54,433600000,429580000,6620000
"1215","HXL",83.6,"M",83.1,"M",6.13,"M",0.36,7.38,83600000,83100000,6130000
"1216","HY",12.95,"M",6.2,"M",339522,NA,7.4,5.47,12950000,6200000,339522
"1217","HYLN",153.9,"M",89.35,"M",8.54,"M",-24.06,9.56,153900000,89350000,8540000
"1218","HZAC",54.4,"M",NA,NA,32791,NA,66.25,NA,54400000,NA,32791
"1219","HZN",25.79,"M",20.12,"M",133278,NA,-54.59,0.66,25790000,20120000,133278
"1220","HZO",22.12,"M",21.36,"M",1.84,"M",5.35,8.63,22120000,21360000,1840000
"1221","HZON",52.5,"M",NA,NA,49570,NA,-89.23,NA,52500000,NA,49570
"1222","IAA",134.47,"M",134.21,"M",4.48,"M",-6.93,3.34,134470000,134210000,4480000
"1223","IACA",25.88,"M",NA,NA,60559,NA,-70.84,NA,25880000,NA,60559
"1224","IAG",473.8,"M",460.51,"M",9.63,"M",40.37,2.09,473800000,460510000,9630000
"1225","IBA",NA,NA,NA,NA,14213,NA,-6.74,NA,NA,NA,14213
"1226","IBM",891.06,"M",889.9,"M",26.22,"M",6.63,2.95,891060000,889900000,26220000
"1227","IBN",3.45,"B",3.45,"B",28.3,"M",9.88,0.82,3.45e+09,3.45e+09,28300000
"1228","IBP",29.8,"M",23.38,"M",533269,NA,-15.32,2.28,29800000,23380000,533269
"1229","ICD",3.82,"M",5.83,"M",122619,NA,58.34,2.1,3820000,5830000,122619
"1230","ICE",561.28,"M",553.62,"M",5.93,"M",16.96,1.07,561280000,553620000,5930000
"1231","ICL",1.28,"B",627.96,"M",547241,NA,-2.53,0.09,1.28e+09,627960000,547241
"1232","IDA",50.46,"M",50.19,"M",549424,NA,-11.84,1.09,50460000,50190000,549424
"1233","IDT",23.94,"M",20.6,"M",403990,NA,-18.58,1.96,23940000,20600000,403990
"1234","IEX",75.71,"M",75.5,"M",723489,NA,2.92,0.96,75710000,75500000,723489
"1235","IFF",106.93,"M",106.65,"M",29.98,"M",50.82,28.11,106930000,106650000,29980000
"1236","IFFT",NA,NA,NA,NA,16447,NA,13.22,NA,NA,NA,16447
"1237","IFS",NA,NA,33.92,"M",67678,NA,70.56,0.2,NA,33920000,67678
"1238","IGT",204.86,"M",99.22,"M",3.24,"M",-22.95,3.27,204860000,99220000,3240000
"1239","IH",23.47,"M",NA,NA,33762,NA,-1.2,NA,23470000,NA,33762
"1240","IHC",14.64,"M",4.7,"M",59538,NA,3.83,1.27,14640000,4700000,59538
"1241","IHG",182.66,"M",181.87,"M",277032,NA,-18.86,0.15,182660000,181870000,277032
"1242","IIAC",40.25,"M",NA,NA,240602,NA,NA,NA,40250000,NA,240602
"1243","IIPR",21.7,"M",23.42,"M",1.89,"M",2.67,8.07,21700000,23420000,1890000
"1244","IIPR.PRA",NA,NA,NA,NA,909,NA,-40.9,NA,NA,NA,909
"1245","IMAX",58.86,"M",49.06,"M",3.62,"M",-11.89,7.37,58860000,49060000,3620000
"1246","IMPX",40,"M",NA,NA,60916,NA,-84.03,NA,4e+07,NA,60916
"1247","INFO",396.59,"M",394.36,"M",4.56,"M",37.48,1.16,396590000,394360000,4560000
"1248","INFY",4.26,"B",4.26,"B",24.5,"M",-2.87,0.58,4.26e+09,4.26e+09,24500000
"1249","ING",3.9,"B",3.9,"B",1.57,"M",0.79,0.04,3.9e+09,3.9e+09,1570000
"1250","INGR",66.99,"M",64.67,"M",2.31,"M",42.87,3.57,66990000,64670000,2310000
"1251","INN",105.7,"M",103.09,"M",5.48,"M",154.06,5.31,105700000,103090000,5480000
"1252","INN.PRD",NA,NA,NA,NA,215,NA,93.69,NA,NA,NA,215
"1253","INN.PRE",NA,NA,NA,NA,3300,NA,68.54,NA,NA,NA,3300
"1254","INSP",26.94,"M",26.13,"M",747810,NA,-4.48,2.86,26940000,26130000,747810
"1255","INSW",27.98,"M",27.44,"M",1.35,"M",-2.32,4.92,27980000,27440000,1350000
"1256","INSW.PRA",NA,NA,NA,NA,192,NA,-39.81,NA,NA,NA,192
"1257","INT",63.5,"M",61.62,"M",1.68,"M",-10.49,2.73,63500000,61620000,1680000
"1258","INVH",560.53,"M",559,"M",9.83,"M",-6.09,1.76,560530000,5.59e+08,9830000
"1259","IO",14.98,"M",11.17,"M",839942,NA,-7.71,7.52,14980000,11170000,839942
"1260","IP",393.1,"M",391.08,"M",7.09,"M",5.01,1.81,393100000,391080000,7090000
"1261","IPG",390.03,"M",387.15,"M",13.78,"M",-10.2,3.56,390030000,387150000,13780000
"1262","IPI",13.29,"M",7.81,"M",287294,NA,29.53,3.68,13290000,7810000,287294
"1263","IPOD",46,"M",NA,NA,543679,NA,-3.21,NA,4.6e+07,NA,543679
"1264","IPOE",80.5,"M",NA,NA,2.11,"M",1184.45,NA,80500000,NA,2110000
"1265","IPOF",115,"M",NA,NA,997658,NA,67.28,NA,1.15e+08,NA,997658
"1266","IPV",30.27,"M",30.96,"M",216408,NA,244.32,0.7,30270000,30960000,216408
"1267","IPV.U",24.77,"M",18.23,"M",1364,NA,62,0.01,24770000,18230000,1364
"1268","IQV",191.73,"M",189.77,"M",2.14,"M",2.8,1.13,191730000,189770000,2140000
"1269","IR",417.66,"M",371.42,"M",4.43,"M",-5.52,1.19,417660000,371420000,4430000
"1270","IRM",288.17,"M",284.38,"M",49.8,"M",0.22,17.51,288170000,284380000,49800000
"1271","IRS",57.87,"M",57.8,"M",114611,NA,15.8,0.2,57870000,57800000,114611
"1272","IRT",94.84,"M",94,"M",3.18,"M",-3.96,3.38,94840000,9.4e+07,3180000
"1273","IT",89.29,"M",86.56,"M",1.05,"M",9.45,1.22,89290000,86560000,1050000
"1274","ITCB",NA,NA,NA,NA,16746,NA,-13.49,NA,NA,NA,16746
"1275","ITGR",32.88,"M",32.41,"M",891218,NA,-7.51,2.75,32880000,32410000,891218
"1276","ITT",86.4,"M",85.84,"M",631308,NA,-16.24,0.74,86400000,85840000,631308
"1277","ITUB",NA,NA,4.78,"B",40.34,"M",-4.28,0.84,NA,4.78e+09,40340000
"1278","ITW",316.52,"M",315.27,"M",3.47,"M",-5.42,1.1,316520000,315270000,3470000
"1279","IVC",34.41,"M",32.79,"M",4.57,"M",0.48,13.95,34410000,32790000,4570000
"1280","IVR",181.38,"M",180.98,"M",40.49,"M",-4.53,22.38,181380000,180980000,40490000
"1281","IVR.PRA",NA,NA,NA,NA,4366,NA,-35.9,NA,NA,NA,4366
"1282","IVR.PRB",NA,NA,NA,NA,6237,NA,0.73,NA,NA,NA,6237
"1283","IVR.PRC",NA,NA,NA,NA,815787,NA,0.3,NA,NA,NA,815787
"1284","IVZ",459.34,"M",449.21,"M",27.1,"M",-13.46,6.03,459340000,449210000,27100000
"1285","IX",262.79,"M",249.48,"M",78750,NA,12.09,0.03,262790000,249480000,78750
"1286","J",129.98,"M",128.8,"M",1.72,"M",-0.97,1.33,129980000,128800000,1720000
"1287","JAX",15.07,"M",12.68,"M",108717,NA,-7.98,0.86,15070000,12680000,108717
"1288","JBGS",132.46,"M",127.81,"M",1.23,"M",7.84,0.96,132460000,127810000,1230000
"1289","JBL",150.47,"M",136.79,"M",2.72,"M",-6.17,1.99,150470000,136790000,2720000
"1290","JBT",31.73,"M",30.98,"M",1.43,"M",-6.67,4.61,31730000,30980000,1430000
"1291","JCI",719.57,"M",716.86,"M",9.96,"M",14.05,1.39,719570000,716860000,9960000
"1292","JE",48.05,"M",4.39,"M",497743,NA,-21.64,11.33,48050000,4390000,497743
"1293","JEF",255.43,"M",205.68,"M",2.52,"M",7.74,1.22,255430000,205680000,2520000
"1294","JELD",100.57,"M",67.5,"M",2.15,"M",-3.72,3.19,100570000,67500000,2150000
"1295","JHG",181.41,"M",148.94,"M",1.97,"M",-17.61,1.32,181410000,148940000,1970000
"1296","JHX",444.17,"M",NA,NA,88347,NA,-1.88,NA,444170000,NA,88347
"1297","JIH",NA,NA,34.07,"M",460296,NA,56.3,1.35,NA,34070000,460296
"1298","JILL",9.62,"M",3.97,"M",348039,NA,-1.85,8.77,9620000,3970000,348039
"1299","JKS",45.26,"M",45.05,"M",7.05,"M",13.9,15.65,45260000,45050000,7050000
"1300","JLL",51.3,"M",50.96,"M",2.42,"M",-3.29,4.75,51300000,50960000,2420000
"1301","JMIA",NA,NA,80.79,"M",13.65,"M",11.21,16.9,NA,80790000,13650000
"1302","JMP",19.67,"M",6.89,"M",22639,NA,9.87,0.33,19670000,6890000,22639
"1303","JNJ",2.63,"B",2.63,"B",13.46,"M",-0.05,0.51,2.63e+09,2.63e+09,13460000
"1304","JNPR",329.74,"M",325.92,"M",25.96,"M",6.91,7.96,329740000,325920000,25960000
"1305","JOE",58.88,"M",57.21,"M",1.57,"M",-25.37,2.74,58880000,57210000,1570000
"1306","JP",33.62,"M",NA,NA,36837,NA,-7.98,NA,33620000,NA,36837
"1307","JPM",3.05,"B",3.02,"B",25.93,"M",31.31,0.86,3.05e+09,3.02e+09,25930000
"1308","JPM.PRC",NA,NA,NA,NA,107675,NA,94.02,NA,NA,NA,107675
"1309","JPM.PRD",NA,NA,NA,NA,98613,NA,63.04,NA,NA,NA,98613
"1310","JPM.PRG",NA,NA,NA,NA,251979,NA,0.9,NA,NA,NA,251979
"1311","JPM.PRH",NA,NA,NA,NA,48885,NA,-66.64,NA,NA,NA,48885
"1312","JPM.PRJ",NA,NA,NA,NA,91400,NA,-55.92,NA,NA,NA,91400
"1313","JT",130.4,"M",15.69,"M",196247,NA,-11.93,1.25,130400000,15690000,196247
"1314","JWN",157.68,"M",109.25,"M",27.48,"M",-13.18,25.15,157680000,109250000,27480000
"1315","JWS",69,"M",NA,NA,1.39,"M",75.7,NA,6.9e+07,NA,1390000
"1316","K",343.71,"M",341.57,"M",16.18,"M",18.59,4.74,343710000,341570000,16180000
"1317","KAI",11.51,"M",11.35,"M",190718,NA,1.61,1.68,11510000,11350000,190718
"1318","KAMN",27.66,"M",27.14,"M",735428,NA,1.78,2.71,27660000,27140000,735428
"1319","KAR",129.25,"M",127.84,"M",9.11,"M",10.85,7.13,129250000,127840000,9110000
"1320","KB",NA,NA,389.61,"M",144817,NA,-57.65,0.04,NA,389610000,144817
"1321","KBH",91.64,"M",89.32,"M",5.42,"M",28.03,6.07,91640000,89320000,5420000
"1322","KBR",142.53,"M",140.94,"M",7.04,"M",7.93,5,142530000,140940000,7040000
"1323","KEN",53.87,"M",22.67,"M",6253,NA,331.84,0.03,53870000,22670000,6253
"1324","KEP",NA,NA,1.28,"B",182968,NA,-1.49,0.01,NA,1.28e+09,182968
"1325","KEX",60.04,"M",59.35,"M",1.94,"M",-0.98,3.27,60040000,59350000,1940000
"1326","KEY",975.77,"M",970.99,"M",10.77,"M",-5.9,1.11,975770000,970990000,10770000
"1327","KEY.PRI",NA,NA,NA,NA,9163,NA,-9.24,NA,NA,NA,9163
"1328","KEY.PRJ",NA,NA,NA,NA,2161,NA,-75.48,NA,NA,NA,2161
"1329","KEY.PRK",NA,NA,NA,NA,14474,NA,-41.42,NA,NA,NA,14474
"1330","KEYS",186.09,"M",160.79,"M",8.59,"M",-8.78,5.34,186090000,160790000,8590000
"1331","KFS",22.21,"M",15.4,"M",10920,NA,-10.74,0.07,22210000,15400000,10920
"1332","KFY",53.94,"M",52.69,"M",1.04,"M",5.21,1.97,53940000,52690000,1040000
"1333","KGC",1.26,"B",1.25,"B",23.48,"M",98.97,1.88,1.26e+09,1.25e+09,23480000
"1334","KIM",432.5,"M",411.68,"M",16.1,"M",16.96,3.91,432500000,411680000,16100000
"1335","KIM.PRL",NA,NA,NA,NA,4548,NA,-57.87,NA,NA,NA,4548
"1336","KIM.PRM",NA,NA,NA,NA,11526,NA,-66.79,NA,NA,NA,11526
"1337","KKR",559.14,"M",542.68,"M",7.87,"M",8.17,1.45,559140000,542680000,7870000
"1338","KKR.PRA",NA,NA,NA,NA,6656,NA,-77.73,NA,NA,NA,6656
"1339","KKR.PRB",NA,NA,NA,NA,692,NA,-55.27,NA,NA,NA,692
"1340","KKR.PRC",23,"M",NA,NA,1.34,"M",143.24,NA,2.3e+07,NA,1340000
"1341","KL",268.1,"M",257.38,"M",3.89,"M",77.47,1.51,268100000,257380000,3890000
"1342","KMB",338.7,"M",337.76,"M",7.31,"M",11.23,2.16,338700000,337760000,7310000
"1343","KMI",2.26,"B",1.94,"B",36.86,"M",20.56,1.9,2.26e+09,1.94e+09,36860000
"1344","KMPR",65.41,"M",62.61,"M",382435,NA,-5.26,0.61,65410000,62610000,382435
"1345","KMT",83.28,"M",78.83,"M",4.48,"M",0.67,5.69,83280000,78830000,4480000
"1346","KMX",162.54,"M",161.98,"M",9.47,"M",-3.2,5.85,162540000,161980000,9470000
