"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"3068","BPMC",55.73,"M",54.9,"M",3.04,"M",10.7,5.54,55730000,54900000,3040000
"3069","BPOP",84.25,"M",82.45,"M",1.59,"M",1.53,1.93,84250000,82450000,1590000
"3070","BPOPM",NA,NA,NA,NA,2394,NA,70.51,NA,NA,NA,2394
"3071","BPOPN",NA,NA,NA,NA,348,NA,28.89,NA,NA,NA,348
"3072","BPRN",6.77,"M",5.93,"M",56099,NA,-1.19,0.95,6770000,5930000,56099
"3073","BPTH",4.54,"M",4.34,"M",242900,NA,-3.91,5.59,4540000,4340000,242900
"3074","BPY",429.88,"M",428.38,"M",13.22,"M",-56.34,3.09,429880000,428380000,13220000
"3075","BPYPN",11.5,"M",NA,NA,13353,NA,18.11,NA,11500000,NA,13353
"3076","BPYPO",NA,NA,NA,NA,2982,NA,2.44,NA,NA,NA,2982
"3077","BPYPP",NA,NA,NA,NA,37311,NA,-16.93,NA,NA,NA,37311
"3078","BPYU",39.13,"M",38.79,"M",6.34,"M",-51.4,16.35,39130000,38790000,6340000
"3079","BPYUP",NA,NA,NA,NA,15827,NA,-89.86,NA,NA,NA,15827
"3080","BREZ",11.5,"M",NA,NA,3915,NA,425.5,NA,11500000,NA,3915
"3081","BREZR",NA,NA,NA,NA,28285,NA,5.41,NA,NA,NA,28285
"3082","BREZW",NA,NA,NA,NA,8378,NA,-68.63,NA,NA,NA,8378
"3083","BRID",9.08,"M",1.68,"M",18910,NA,0.96,1.13,9080000,1680000,18910
"3084","BRKL",79,"M",76.91,"M",1.87,"M",-0.41,2.43,7.9e+07,76910000,1870000
"3085","BRKR",153.11,"M",103.67,"M",1.81,"M",14.05,1.75,153110000,103670000,1810000
"3086","BRKS",73.83,"M",72.85,"M",2.31,"M",-1.47,3.17,73830000,72850000,2310000
"3087","BRLI",6.11,"M",4.87,"M",4749,NA,-0.77,0.1,6110000,4870000,4749
"3088","BRLIR",NA,NA,NA,NA,11788,NA,7.14,NA,NA,NA,11788
"3089","BRLIU",4,"M",NA,NA,1130,NA,-16.79,NA,4e+06,NA,1130
"3090","BRLIW",NA,NA,NA,NA,11537,NA,159.26,NA,NA,NA,11537
"3091","BROG",109.59,"M",15.75,"M",51333,NA,-12.29,0.33,109590000,15750000,51333
"3092","BRP",43.52,"M",26.91,"M",768617,NA,-10.98,2.86,43520000,26910000,768617
"3093","BRPA",2.69,"M",758742,NA,23306,NA,0.49,3.07,2690000,758742,23306
"3094","BRPAR",NA,NA,NA,NA,16337,NA,-58.71,NA,NA,NA,16337
"3095","BRPAU",NA,NA,5.23,"M",86,NA,-82.01,0,NA,5230000,86
"3096","BRPAW",NA,NA,NA,NA,23943,NA,-31.58,NA,NA,NA,23943
"3097","BRQS",44.14,"M",30.35,"M",276885,NA,99.78,0.91,44140000,30350000,276885
"3098","BRY",79.87,"M",79.01,"M",638936,NA,-13.73,0.81,79870000,79010000,638936
"3099","BSBK",13.16,"M",5.7,"M",82981,NA,6.06,1.45,13160000,5700000,82981
"3100","BSET",9.95,"M",9.25,"M",237926,NA,37.99,2.57,9950000,9250000,237926
"3101","BSGM",30.72,"M",23.42,"M",2.61,"M",2.65,11.14,30720000,23420000,2610000
"3102","BSQR",13.24,"M",11.69,"M",87336,NA,186.2,0.75,13240000,11690000,87336
"3103","BSRR",15.39,"M",13.86,"M",188251,NA,-15.43,1.36,15390000,13860000,188251
"3104","BSVN",9.04,"M",2.59,"M",48971,NA,18.97,1.89,9040000,2590000,48971
"3105","BSY",259.98,"M",155.38,"M",633956,NA,-10.64,0.41,259980000,155380000,633956
"3106","BTAI",24.37,"M",14.67,"M",3.67,"M",10.26,25.03,24370000,14670000,3670000
"3107","BTAQ",35.56,"M",NA,NA,401440,NA,141.66,NA,35560000,NA,401440
"3108","BTAQU",35.56,"M",34.24,"M",9251,NA,107.56,0.03,35560000,34240000,9251
"3109","BTAQW",NA,NA,NA,NA,29286,NA,-53.72,NA,NA,NA,29286
"3110","BTBT",48.04,"M",35.72,"M",1.39,"M",93.09,3.88,48040000,35720000,1390000
"3111","BTRS",149.28,"M",108.87,"M",688160,NA,34.2,0.63,149280000,108870000,688160
"3112","BTRSW",NA,NA,NA,NA,11575,NA,-73.5,NA,NA,NA,11575
"3113","BTWN",59.5,"M",NA,NA,271371,NA,-72.46,NA,59500000,NA,271371
"3114","BTWNU",59.5,"M",NA,NA,19243,NA,-66.09,NA,59500000,NA,19243
"3115","BTWNW",NA,NA,NA,NA,44234,NA,-85.65,NA,NA,NA,44234
"3116","BUSE",54.4,"M",49.46,"M",703712,NA,-8.27,1.42,54400000,49460000,703712
"3117","BVXV",11.52,"M",11.2,"M",710895,NA,18.22,6.35,11520000,11200000,710895
"3118","BWAC",16.11,"M",NA,NA,88022,NA,5772.05,NA,16110000,NA,88022
"3119","BWACU",12.62,"M",NA,NA,669,NA,-72.64,NA,12620000,NA,669
"3120","BWACW",NA,NA,NA,NA,106089,NA,-37.43,NA,NA,NA,106089
"3121","BWAY",11.13,"M",NA,NA,6908,NA,-15.22,NA,11130000,NA,6908
"3122","BWB",28.71,"M",21.12,"M",247002,NA,-9.47,1.17,28710000,21120000,247002
"3123","BWEN",16.94,"M",14.41,"M",507661,NA,204.44,3.52,16940000,14410000,507661
"3124","BWFG",7.9,"M",5.56,"M",103002,NA,-3.74,1.85,7900000,5560000,103002
"3125","BWMX",34.45,"M",3.31,"M",15247,NA,51.23,0.46,34450000,3310000,15247
"3126","BXRX",29.09,"M",47.6,"M",4.16,"M",198.34,8.74,29090000,47600000,4160000
"3127","BYFC",19.28,"M",12.36,"M",110798,NA,8.21,0.9,19280000,12360000,110798
"3128","BYND",62.44,"M",35.99,"M",15.44,"M",12.74,42.89,62440000,35990000,15440000
"3129","BYSI",38.02,"M",20.78,"M",1.15,"M",16.57,5.54,38020000,20780000,1150000
"3130","BZUN",77.67,"M",77.58,"M",7.96,"M",-0.61,10.27,77670000,77580000,7960000
"3131","CAAS",30.85,"M",11.17,"M",199579,NA,-48.4,1.79,30850000,11170000,199579
"3132","CABA",24.06,"M",17.73,"M",1.47,"M",2.57,8.28,24060000,17730000,1470000
"3133","CAC",14.91,"M",14.49,"M",330639,NA,-9.83,2.28,14910000,14490000,330639
"3134","CACC",17.65,"M",13.24,"M",2.3,"M",-0.75,17.4,17650000,13240000,2300000
"3135","CAKE",45.58,"M",42.08,"M",11.67,"M",4.3,27.74,45580000,42080000,11670000
"3136","CALA",70.56,"M",66.78,"M",3.57,"M",10.98,5.35,70560000,66780000,3570000
"3137","CALB",8.15,"M",7.43,"M",65733,NA,-17.58,0.89,8150000,7430000,65733
"3138","CALM",43.97,"M",35.4,"M",5.37,"M",6.58,15.16,43970000,35400000,5370000
"3139","CALT",24.97,"M",24.39,"M",4469,NA,-0.33,0.02,24970000,24390000,4469
"3140","CAMP",35.03,"M",34.09,"M",1.1,"M",-14.9,3.23,35030000,34090000,1100000
"3141","CAMT",43.24,"M",33.89,"M",478248,NA,70.02,1.41,43240000,33890000,478248
"3142","CAN",132.9,"M",NA,NA,6.97,"M",13.75,NA,132900000,NA,6970000
"3143","CAPA",11.91,"M",NA,NA,4382,NA,20.78,NA,11910000,NA,4382
"3144","CAPAU",11.91,"M",NA,NA,149,NA,-68.5,NA,11910000,NA,149
"3145","CAPAW",NA,NA,NA,NA,20455,NA,0.73,NA,NA,NA,20455
"3146","CAPR",20.45,"M",19.93,"M",764794,NA,0.9,3.84,20450000,19930000,764794
"3147","CAR",69.68,"M",68.39,"M",11.09,"M",-7.97,16.22,69680000,68390000,11090000
"3148","CARA",49.83,"M",38.79,"M",3.58,"M",-6.71,9.24,49830000,38790000,3580000
"3149","CARE",26.39,"M",26.32,"M",216860,NA,-10.33,0.82,26390000,26320000,216860
"3150","CARG",97.28,"M",83.91,"M",9.8,"M",-6.68,11.68,97280000,83910000,9800000
"3151","CARV",3,"M",617988,NA,37085,NA,-20.61,6,3e+06,617988,37085
"3152","CASA",83.52,"M",30.15,"M",2.34,"M",0.3,7.75,83520000,30150000,2340000
"3153","CASH",32.62,"M",30.42,"M",1.07,"M",2.34,3.52,32620000,30420000,1070000
"3154","CASI",123.94,"M",72.6,"M",1.79,"M",-3.05,2.47,123940000,72600000,1790000
"3155","CASS",14.42,"M",13.03,"M",372913,NA,-1.07,2.86,14420000,13030000,372913
"3156","CASY",36.94,"M",36.76,"M",709498,NA,-0.98,1.93,36940000,36760000,709498
"3157","CATB",20.08,"M",19.47,"M",1.24,"M",-27.69,6.39,20080000,19470000,1240000
"3158","CATC",6.93,"M",6.72,"M",84964,NA,-7.4,1.26,6930000,6720000,84964
"3159","CATM",44.54,"M",43.84,"M",1.19,"M",-71.83,2.71,44540000,43840000,1190000
"3160","CATY",79.66,"M",75.18,"M",1.86,"M",-5.74,2.47,79660000,75180000,1860000
"3161","CBAN",9.5,"M",7.51,"M",48265,NA,-11.02,0.64,9500000,7510000,48265
"3162","CBAT",75.97,"M",30.33,"M",4.23,"M",-7.52,13.94,75970000,30330000,4230000
"3163","CBAY",68.89,"M",62.16,"M",3.93,"M",-10.9,6.33,68890000,62160000,3930000
"3164","CBFV",5.4,"M",4.81,"M",40146,NA,0.18,0.83,5400000,4810000,40146
"3165","CBIO",22.06,"M",20.92,"M",586219,NA,0.16,2.8,22060000,20920000,586219
"3166","CBLI",13.34,"M",5.99,"M",184727,NA,-17.57,3.08,13340000,5990000,184727
"3167","CBMB",3.71,"M",3.13,"M",213,NA,14.52,0.01,3710000,3130000,213
"3168","CBMG",19.45,"M",11.44,"M",284052,NA,-5.82,2.48,19450000,11440000,284052
"3169","CBNK",13.75,"M",7.85,"M",60566,NA,-9.06,0.77,13750000,7850000,60566
"3170","CBPO",38.79,"M",17.55,"M",398764,NA,-0.81,2.27,38790000,17550000,398764
"3171","CBRL",23.72,"M",23.37,"M",1.36,"M",4.71,5.82,23720000,23370000,1360000
"3172","CBSH",117.12,"M",112.99,"M",3.35,"M",-6.1,2.96,117120000,112990000,3350000
"3173","CBTX",24.84,"M",17.27,"M",181816,NA,4.52,1.05,24840000,17270000,181816
"3174","CCAP",28.17,"M",23.62,"M",16193,NA,18.84,0.07,28170000,23620000,16193
"3175","CCB",11.95,"M",9.26,"M",102698,NA,-2.16,1.11,11950000,9260000,102698
"3176","CCBG",16.76,"M",12.75,"M",567258,NA,-0.61,4.45,16760000,12750000,567258
"3177","CCCC",43.03,"M",34.77,"M",1.81,"M",5.63,5.19,43030000,34770000,1810000
"3178","CCLP",47.35,"M",30.33,"M",119255,NA,-8.91,0.39,47350000,30330000,119255
"3179","CCMP",29.08,"M",28.76,"M",650924,NA,6.29,2.26,29080000,28760000,650924
"3180","CCNC",29.18,"M",18.67,"M",65962,NA,182.37,0.35,29180000,18670000,65962
"3181","CCNE",16.83,"M",16.06,"M",108980,NA,-15.17,0.68,16830000,16060000,108980
"3182","CCNEP",2.42,"M",NA,NA,2957,NA,3.57,NA,2420000,NA,2957
"3183","CCOI",47.25,"M",42.22,"M",1.5,"M",-7.72,3.56,47250000,42220000,1500000
"3184","CCRC",18.33,"M",10.93,"M",10407,NA,-87.49,0.1,18330000,10930000,10407
"3185","CCRN",37.57,"M",34.95,"M",583799,NA,-5.81,1.67,37570000,34950000,583799
"3186","CCXI",69.21,"M",52.84,"M",4.77,"M",-9.35,9.03,69210000,52840000,4770000
"3187","CD",163.29,"M",NA,NA,2.54,"M",-41.89,NA,163290000,NA,2540000
"3188","CDAK",18.77,"M",9.48,"M",261838,NA,-62.68,2.76,18770000,9480000,261838
"3189","CDEV",278.34,"M",173.75,"M",8.38,"M",-15.64,4.83,278340000,173750000,8380000
"3190","CDK",121.69,"M",121,"M",1.11,"M",-18.83,0.92,121690000,1.21e+08,1110000
"3191","CDLX",27.29,"M",25.23,"M",3.25,"M",-0.8,12.87,27290000,25230000,3250000
"3192","CDMO",60.56,"M",60.11,"M",2.16,"M",-3.99,3.6,60560000,60110000,2160000
"3193","CDMOP",1.65,"M",NA,NA,1783,NA,171.39,NA,1650000,NA,1783
"3194","CDNA",51.18,"M",50.05,"M",5.03,"M",7.26,10.05,51180000,50050000,5030000
"3195","CDNS",278.93,"M",274.9,"M",2.96,"M",0.48,1.08,278930000,274900000,2960000
"3196","CDTX",43.94,"M",31.54,"M",1.44,"M",-8.64,4.56,43940000,31540000,1440000
"3197","CDW",142.99,"M",141.41,"M",1.76,"M",-8.34,1.24,142990000,141410000,1760000
"3198","CDXC",61.79,"M",38.37,"M",2.52,"M",-2.63,6.57,61790000,38370000,2520000
"3199","CDXS",63.57,"M",60.24,"M",5.54,"M",-7.99,9.2,63570000,60240000,5540000
"3200","CDZI",35.54,"M",34.71,"M",2.77,"M",-2.46,7.99,35540000,34710000,2770000
"3201","CECE",35.5,"M",30.38,"M",541018,NA,-0.04,1.78,35500000,30380000,541018
"3202","CELC",10.3,"M",5.07,"M",17568,NA,-7.47,0.35,10300000,5070000,17568
"3203","CELH",71.65,"M",29.61,"M",4.12,"M",70.71,13.92,71650000,29610000,4120000
"3204","CEMI",20.18,"M",17.36,"M",3.75,"M",-1.23,21.6,20180000,17360000,3750000
"3205","CENT",11.34,"M",9.47,"M",503707,NA,-4.98,5.32,11340000,9470000,503707
"3206","CENTA",41.9,"M",39.32,"M",753819,NA,-0.5,1.92,41900000,39320000,753819
"3207","CENX",89.48,"M",49.39,"M",2.75,"M",-1.56,5.58,89480000,49390000,2750000
"3208","CERC",87.23,"M",81.4,"M",1.89,"M",38.99,2.32,87230000,81400000,1890000
"3209","CERE",127.12,"M",38.52,"M",2.57,"M",5.13,6.67,127120000,38520000,2570000
"3210","CEREW",NA,NA,NA,NA,251,NA,-20.57,NA,NA,NA,251
"3211","CERN",306.59,"M",306.12,"M",13.71,"M",3.65,4.48,306590000,306120000,13710000
"3212","CERS",167.14,"M",163.44,"M",8.6,"M",1.63,5.26,167140000,163440000,8600000
"3213","CERT",138.55,"M",30.66,"M",1.53,"M",-21.33,4.99,138550000,30660000,1530000
"3214","CETX",17.97,"M",16.09,"M",641252,NA,1.67,3.99,17970000,16090000,641252
"3215","CETXP",2.26,"M",NA,NA,28,NA,-97.77,NA,2260000,NA,28
"3216","CETXW",NA,NA,NA,NA,4226,NA,10207.32,NA,NA,NA,4226
"3217","CEVA",NA,NA,21.6,"M",746950,NA,47.73,3.46,NA,21600000,746950
"3218","CFAC",23,"M",NA,NA,263,NA,NA,NA,2.3e+07,NA,263
"3219","CFACU",23.5,"M",NA,NA,1876,NA,-40.54,NA,23500000,NA,1876
"3220","CFACW",NA,NA,NA,NA,2951,NA,NA,NA,NA,NA,2951
"3221","CFB",52.2,"M",44.99,"M",1.16,"M",-9.32,2.58,52200000,44990000,1160000
"3222","CFBK",5.31,"M",3.89,"M",2028,NA,-34.35,0.05,5310000,3890000,2028
"3223","CFFI",3.65,"M",3.43,"M",28477,NA,-5.34,0.83,3650000,3430000,28477
"3224","CFFN",138.79,"M",128.8,"M",6.2,"M",2.53,4.81,138790000,128800000,6200000
"3225","CFII",51.1,"M",50,"M",460688,NA,131.01,0.92,51100000,5e+07,460688
"3226","CFIIU",28.26,"M",50.42,"M",288,NA,-24.21,0,28260000,50420000,288
"3227","CFIIW",NA,NA,NA,NA,50205,NA,-41.15,NA,NA,NA,50205
"3228","CFIVU",51,"M",NA,NA,1312,NA,-83.94,NA,5.1e+07,NA,1312
"3229","CFMS",85.94,"M",70.4,"M",662057,NA,-86.76,0.94,85940000,70400000,662057
"3230","CFRX",27.81,"M",24.63,"M",2.13,"M",10.34,8.66,27810000,24630000,2130000
"3231","CG",348.69,"M",191.13,"M",10.02,"M",11.39,5.24,348690000,191130000,10020000
"3232","CGBD",56.31,"M",56.07,"M",182251,NA,15.64,0.33,56310000,56070000,182251
"3233","CGC",373.73,"M",228.63,"M",31.91,"M",-1.45,13.96,373730000,228630000,31910000
"3234","CGEM",41.4,"M",38.72,"M",350998,NA,NA,0.91,41400000,38720000,350998
"3235","CGEN",82.86,"M",82.61,"M",4.18,"M",-4.96,5.07,82860000,82610000,4180000
"3236","CGIX",83.61,"M",3.74,"M",71437,NA,-40.87,1.91,83610000,3740000,71437
"3237","CGNX",174.63,"M",167.11,"M",2.85,"M",-6.06,1.7,174630000,167110000,2850000
"3238","CGRO",15.26,"M",13.58,"M",1.27,"M",38.86,9.34,15260000,13580000,1270000
"3239","CGROU",15.26,"M",NA,NA,11276,NA,50.21,NA,15260000,NA,11276
"3240","CGROW",NA,NA,NA,NA,58103,NA,5.78,NA,NA,NA,58103
"3241","CHCI",7.86,"M",2.21,"M",10859,NA,-73.87,0.49,7860000,2210000,10859
"3242","CHCO",15.79,"M",15.25,"M",346493,NA,-8.31,2.27,15790000,15250000,346493
"3243","CHDN",39.46,"M",34.84,"M",1.39,"M",8.23,3.99,39460000,34840000,1390000
"3244","CHEF",37.77,"M",32.62,"M",4.73,"M",-3.73,14.51,37770000,32620000,4730000
"3245","CHEK",46.24,"M",42.75,"M",5.59,"M",312.29,13.08,46240000,42750000,5590000
"3246","CHEKZ",NA,NA,NA,NA,9229,NA,13.18,NA,NA,NA,9229
"3247","CHFS",2.74,"M",2.73,"M",59480,NA,-2.54,2.18,2740000,2730000,59480
"3248","CHKP",140.2,"M",110.02,"M",10.87,"M",-4.86,9.88,140200000,110020000,10870000
"3249","CHMA",57.8,"M",48.28,"M",2.49,"M",-15.64,5.16,57800000,48280000,2490000
"3250","CHMG",4.7,"M",3.7,"M",42315,NA,-4.62,1.14,4700000,3700000,42315
"3251","CHNG",305.61,"M",229.06,"M",11.03,"M",-11.06,4.82,305610000,229060000,11030000
"3252","CHNGU",NA,NA,NA,NA,1751,NA,-87.49,NA,NA,NA,1751
"3253","CHNR",37.95,"M",10.88,"M",86820,NA,375.15,0.8,37950000,10880000,86820
"3254","CHPM",30,"M",NA,NA,335584,NA,0.16,NA,3e+07,NA,335584
"3255","CHPMW",NA,NA,NA,NA,3866,NA,-51.29,NA,NA,NA,3866
"3256","CHRS",72.05,"M",67.48,"M",15.1,"M",-2.56,22.37,72050000,67480000,15100000
"3257","CHRW",135.95,"M",134.94,"M",12.99,"M",0.31,9.62,135950000,134940000,12990000
"3258","CHSCL",NA,NA,NA,NA,8453,NA,-39.9,NA,NA,NA,8453
"3259","CHSCM",NA,NA,NA,NA,10778,NA,109.32,NA,NA,NA,10778
"3260","CHSCN",NA,NA,NA,NA,1837,NA,-32.78,NA,NA,NA,1837
"3261","CHSCO",NA,NA,NA,NA,5353,NA,-20.13,NA,NA,NA,5353
"3262","CHSCP",NA,NA,NA,NA,16171,NA,-13.5,NA,NA,NA,16171
"3263","CHTR",199.88,"M",134.43,"M",10.62,"M",-0.04,7.9,199880000,134430000,10620000
"3264","CHUY",19.69,"M",19.47,"M",1.32,"M",-0.22,6.8,19690000,19470000,1320000
"3265","CHX",199.83,"M",198.54,"M",6.04,"M",-3.59,3.04,199830000,198540000,6040000
"3266","CIDM",135.58,"M",97.3,"M",3.3,"M",12.26,3.39,135580000,97300000,3300000
"3267","CIGI",38.72,"M",36.23,"M",263597,NA,-14.36,0.73,38720000,36230000,263597
"3268","CIH",66.41,"M",54.68,"M",665072,NA,-8.76,1.22,66410000,54680000,665072
"3269","CIIC",25.88,"M",25.88,"M",1.73,"M",-2.43,6.69,25880000,25880000,1730000
"3270","CIICU",NA,NA,20.81,"M",512,NA,-62.44,0,NA,20810000,512
"3271","CIICW",NA,NA,NA,NA,53591,NA,-32.29,NA,NA,NA,53591
"3272","CINF",160.9,"M",148.55,"M",6.25,"M",8.7,4.21,160900000,148550000,6250000
"3273","CIVB",15.91,"M",15.11,"M",99392,NA,-33.33,0.66,15910000,15110000,99392
"3274","CIZN",5.59,"M",4.71,"M",73500,NA,-2.3,1.56,5590000,4710000,73500
"3275","CJJD",37.96,"M",28.51,"M",245115,NA,-17.4,0.86,37960000,28510000,245115
"3276","CKPT",60.36,"M",52.48,"M",2.67,"M",30.57,5.09,60360000,52480000,2670000
"3277","CLAR",31.06,"M",21.84,"M",511824,NA,13.43,2.34,31060000,21840000,511824
"3278","CLBK",110.94,"M",46.16,"M",1.43,"M",10.29,3.09,110940000,46160000,1430000
"3279","CLBS",31.9,"M",28.77,"M",127583,NA,-11.81,0.44,31900000,28770000,127583
"3280","CLCT",9.04,"M",8.25,"M",236541,NA,2.36,2.87,9040000,8250000,236541
"3281","CLDB",4.22,"M",3.71,"M",738,NA,-36.82,0.02,4220000,3710000,738
"3282","CLDX",39.57,"M",37.78,"M",3.57,"M",-25.68,9.46,39570000,37780000,3570000
"3283","CLEU",6.33,"M",2.71,"M",34233,NA,123.44,1.26,6330000,2710000,34233
"3284","CLFD",13.71,"M",11.22,"M",177589,NA,-2.48,1.58,13710000,11220000,177589
"3285","CLGN",6.47,"M",NA,NA,2376,NA,-70.05,NA,6470000,NA,2376
"3286","CLIR",30.04,"M",23.41,"M",761527,NA,10.84,3.25,30040000,23410000,761527
"3287","CLLS",42.49,"M",42.06,"M",614224,NA,-21.46,1.46,42490000,42060000,614224
"3288","CLMT",78.06,"M",62.67,"M",66445,NA,-20.79,0.11,78060000,62670000,66445
"3289","CLNE",198.27,"M",142.8,"M",8.2,"M",18.47,5.74,198270000,142800000,8200000
"3290","CLNN",59.53,"M",2.19,"M",3378,NA,0,0.15,59530000,2190000,3378
"3291","CLOV",143.48,"M",72.29,"M",9.11,"M",110.82,12.6,143480000,72290000,9110000
"3292","CLOVW",NA,NA,NA,NA,29402,NA,-34.17,NA,NA,NA,29402
"3293","CLPS",14.82,"M",4.7,"M",8310,NA,-31.64,0.18,14820000,4700000,8310
"3294","CLPT",17.07,"M",12.85,"M",274785,NA,14.2,2.14,17070000,12850000,274785
"3295","CLRB",45.41,"M",39.83,"M",2.25,"M",-10.84,5.66,45410000,39830000,2250000
"3296","CLRBZ",NA,NA,NA,NA,295,NA,-92.17,NA,NA,NA,295
"3297","CLRO",18.77,"M",7.72,"M",30723,NA,-16.66,0.4,18770000,7720000,30723
"3298","CLSD",52.56,"M",38.43,"M",643624,NA,-22.69,1.67,52560000,38430000,643624
"3299","CLSK",21.84,"M",18.96,"M",1.4,"M",-12.47,7.36,21840000,18960000,1400000
"3300","CLSN",63.34,"M",59.85,"M",1.42,"M",-7.45,2.38,63340000,59850000,1420000
"3301","CLVR",11.74,"M",NA,NA,543172,NA,51.04,NA,11740000,NA,543172
"3302","CLVRW",NA,NA,NA,NA,12209,NA,-71.06,NA,NA,NA,12209
"3303","CLVS",88.2,"M",85.73,"M",36.12,"M",-1.58,42.13,88200000,85730000,36120000
"3304","CLWT",3.09,"M",1.37,"M",630,NA,-92.61,0.05,3090000,1370000,630
"3305","CLXT",37.07,"M",13.04,"M",445105,NA,-2.17,3.41,37070000,13040000,445105
"3306","CMBM",28.28,"M",10.85,"M",365351,NA,-28.09,3.37,28280000,10850000,365351
"3307","CMCO",23.9,"M",23.11,"M",617395,NA,-0.33,2.67,23900000,23110000,617395
"3308","CMCSA",4.57,"B",4.53,"B",79.22,"M",2.69,1.75,4.57e+09,4.53e+09,79220000
"3309","CMCT",14.83,"M",11.66,"M",228716,NA,39.64,1.96,14830000,11660000,228716
"3310","CME",358.99,"M",354.51,"M",6.19,"M",13.74,1.75,358990000,354510000,6190000
"3311","CMFNL",NA,NA,NA,NA,617,NA,-27.92,NA,NA,NA,617
"3312","CMLF",38.5,"M",NA,NA,264004,NA,41.95,NA,38500000,NA,264004
"3313","CMLFU",44.28,"M",NA,NA,10617,NA,237.37,NA,44280000,NA,10617
"3314","CMLFW",NA,NA,NA,NA,5510,NA,-81.28,NA,NA,NA,5510
"3315","CMLS",17.71,"M",17.5,"M",663015,NA,0.21,3.79,17710000,17500000,663015
"3316","CMPI",21.55,"M",2.12,"M",71560,NA,8.27,3.37,21550000,2120000,71560
"3317","CMPR",26,"M",22.08,"M",983721,NA,-4.84,4.46,2.6e+07,22080000,983721
"3318","CMPS",35.93,"M",NA,NA,959162,NA,1.47,NA,35930000,NA,959162
"3319","CMRX",83.12,"M",61.68,"M",935645,NA,5.29,1.52,83120000,61680000,935645
"3320","CMTL",25.01,"M",24.3,"M",830669,NA,-9.24,3.42,25010000,24300000,830669
"3321","CNBKA",3.66,"M",1.84,"M",38130,NA,-5.36,2.07,3660000,1840000,38130
"3322","CNCE",30.65,"M",27.17,"M",843171,NA,7.28,3.1,30650000,27170000,843171
"3323","CNDT",209.29,"M",196.94,"M",4.74,"M",-12.79,2.41,209290000,196940000,4740000
"3324","CNET",26.06,"M",20.24,"M",644564,NA,222.85,3.18,26060000,20240000,644564
"3325","CNFR",9.68,"M",3.51,"M",44935,NA,-44.64,1.28,9680000,3510000,44935
"3326","CNFRL",NA,NA,NA,NA,1121,NA,86.21,NA,NA,NA,1121
"3327","CNNB",2.98,"M",2.58,"M",1291,NA,-50.91,0.05,2980000,2580000,1291
"3328","CNOB",39.75,"M",34.85,"M",358966,NA,-13.3,1.03,39750000,34850000,358966
"3329","CNSL",79.41,"M",71.65,"M",4.31,"M",-0.41,6.02,79410000,71650000,4310000
"3330","CNSP",23.86,"M",13.76,"M",140873,NA,13.73,1.02,23860000,13760000,140873
"3331","CNST",47.58,"M",37.28,"M",5.68,"M",7.01,15.22,47580000,37280000,5680000
"3332","CNTG",21.86,"M",5.64,"M",159970,NA,-24.18,2.84,21860000,5640000,159970
"3333","CNTY",29.58,"M",26.99,"M",1.18,"M",7.16,4.36,29580000,26990000,1180000
"3334","CNXC",51.54,"M",51.27,"M",598529,NA,-9.26,1.17,51540000,51270000,598529
"3335","CNXN",26.18,"M",10.97,"M",432641,NA,-1.06,3.94,26180000,10970000,432641
"3336","COCP",68.56,"M",48.83,"M",2.02,"M",-18.8,4.14,68560000,48830000,2020000
"3337","CODA",10.75,"M",3.72,"M",347802,NA,-8.71,9.36,10750000,3720000,347802
"3338","CODX",28.27,"M",26.52,"M",5.98,"M",-8.39,22.56,28270000,26520000,5980000
"3339","COFS",7.8,"M",7.24,"M",62245,NA,-16.39,0.86,7800000,7240000,62245
"3340","COGT",64.68,"M",49.86,"M",749979,NA,0.64,1.5,64680000,49860000,749979
"3341","COHR",24.45,"M",23.98,"M",836466,NA,-1.37,3.49,24450000,23980000,836466
"3342","COHU",41.7,"M",40.37,"M",1.19,"M",0.72,2.94,41700000,40370000,1190000
"3343","COKE",NA,NA,4.66,"M",133078,NA,0.98,2.86,NA,4660000,133078
"3344","COLB",71.61,"M",71.16,"M",2.47,"M",6.07,3.47,71610000,71160000,2470000
"3345","COLL",34.58,"M",32.41,"M",4.14,"M",6.32,12.77,34580000,32410000,4140000
"3346","COLM",66.21,"M",32.16,"M",1.43,"M",15.89,4.43,66210000,32160000,1430000
"3347","COMM",196.81,"M",194.11,"M",6.22,"M",-0.03,3.2,196810000,194110000,6220000
"3348","CONE",116.87,"M",119.55,"M",7.28,"M",-3.34,6.09,116870000,119550000,7280000
"3349","CONN",29.2,"M",17.36,"M",2.36,"M",14.33,13.62,29200000,17360000,2360000
"3350","CONX",75.01,"M",NA,NA,30408,NA,-69.39,NA,75010000,NA,30408
"3351","CONXU",75.01,"M",NA,NA,34702,NA,-27.17,NA,75010000,NA,34702
"3352","CONXW",NA,NA,NA,NA,8990,NA,-86.01,NA,NA,NA,8990
"3353","COOLU",40,"M",NA,NA,9482,NA,89.68,NA,4e+07,NA,9482
"3354","COOP",92.02,"M",72.46,"M",6.68,"M",8.16,9.22,92020000,72460000,6680000
"3355","CORE",45.09,"M",43.92,"M",601233,NA,-6.73,1.37,45090000,43920000,601233
"3356","CORT",116.17,"M",104.75,"M",11.81,"M",-0.71,11.27,116170000,104750000,11810000
