"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"1066","GRC",26.12,"M",17.2,"M",318346,NA,10.23,1.85,26120000,17200000,318346
"1067","GRUB",93.35,"M",93.13,"M",10.55,"M",7.32,11.33,93350000,93130000,10550000
"1068","GS",344.07,"M",329.93,"M",4.97,"M",13.25,1.51,344070000,329930000,4970000
"1069","GS.PRA",NA,NA,NA,NA,11952,NA,-11.85,NA,NA,NA,11952
"1070","GS.PRC",NA,NA,NA,NA,8260,NA,147.6,NA,NA,NA,8260
"1071","GS.PRD",NA,NA,NA,NA,30056,NA,203.17,NA,NA,NA,30056
"1072","GS.PRJ",NA,NA,NA,NA,105779,NA,-7.67,NA,NA,NA,105779
"1073","GS.PRK",NA,NA,NA,NA,56613,NA,-30.33,NA,NA,NA,56613
"1074","GSAH",75,"M",74.81,"M",559531,NA,13.64,0.75,7.5e+07,74810000,559531
"1075","GSBD",101.67,"M",101.29,"M",654964,NA,26.18,0.65,101670000,101290000,654964
"1076","GSK",2.52,"B",2.5,"B",23.6,"M",-5.31,0.94,2.52e+09,2.5e+09,23600000
"1077","GSL",36.28,"M",23.08,"M",150123,NA,13.59,0.65,36280000,23080000,150123
"1078","GSL.PRB",1.67,"M",NA,NA,3044,NA,-44.69,NA,1670000,NA,3044
"1079","GSLD",NA,NA,NA,NA,5026,NA,-35.44,NA,NA,NA,5026
"1080","GTES",291.61,"M",69.23,"M",1.18,"M",0.38,1.7,291610000,69230000,1180000
"1081","GTN",88.63,"M",82.29,"M",2.15,"M",15.86,2.61,88630000,82290000,2150000
"1082","GTN.A",7.17,"M",844273,NA,639,NA,-33.64,0.08,7170000,844273,639
"1083","GTS",23.68,"M",22.46,"M",669079,NA,-7.99,2.98,23680000,22460000,669079
"1084","GTT",58.82,"M",46.11,"M",9.44,"M",-5.09,20.47,58820000,46110000,9440000
"1085","GTY",44.4,"M",37.72,"M",825477,NA,5.59,2.19,44400000,37720000,825477
"1086","GUT.PRA",NA,NA,NA,NA,559,NA,4558.33,NA,NA,NA,559
"1087","GUT.PRC",NA,NA,NA,NA,4300,NA,702.24,NA,NA,NA,4300
"1088","GVA",45.79,"M",45.48,"M",2.84,"M",-8.99,6.25,45790000,45480000,2840000
"1089","GWB",55.11,"M",54.82,"M",1.26,"M",-16.97,2.3,55110000,54820000,1260000
"1090","GWRE",83.74,"M",83.6,"M",3.18,"M",-2.64,3.81,83740000,83600000,3180000
"1091","GWW",52.11,"M",46.71,"M",558836,NA,-20.04,1.2,52110000,46710000,558836
"1092","H",39.72,"M",38.25,"M",3.7,"M",6.19,9.68,39720000,38250000,3700000
"1093","HAE",50.95,"M",50.49,"M",1.86,"M",25.69,3.68,50950000,50490000,1860000
"1094","HAL",889.72,"M",886.07,"M",18.13,"M",-2.17,2.05,889720000,886070000,18130000
"1095","HASI",78.67,"M",75.3,"M",7.25,"M",7.2,9.63,78670000,75300000,7250000
"1096","HBB",9.85,"M",6.46,"M",377594,NA,-6.18,5.85,9850000,6460000,377594
"1097","HBI",349.12,"M",344.43,"M",19.76,"M",17.31,5.74,349120000,344430000,19760000
"1098","HBM",261.42,"M",216.91,"M",1.98,"M",-7.08,0.91,261420000,216910000,1980000
"1099","HCA",336.94,"M",264.42,"M",3.85,"M",48.95,1.46,336940000,264420000,3850000
"1100","HCC",51.41,"M",50.98,"M",1.88,"M",-7.01,3.68,51410000,50980000,1880000
"1101","HCHC",73.14,"M",45.74,"M",3.54,"M",21.67,7.74,73140000,45740000,3540000
"1102","HCI",8.48,"M",6.51,"M",904419,NA,4.68,13.9,8480000,6510000,904419
"1103","HCXY",NA,NA,NA,NA,450,NA,-11.94,NA,NA,NA,450
"1104","HCXZ",NA,NA,NA,NA,371,NA,-77.21,NA,NA,NA,371
"1105","HD",1.06,"B",1.06,"B",10.77,"M",15.68,1.01,1.06e+09,1.06e+09,10770000
"1106","HDB",1.84,"B",1.84,"B",3.26,"M",-14.67,0.18,1.84e+09,1.84e+09,3260000
"1107","HE",109.18,"M",108.04,"M",1.87,"M",-1.24,1.73,109180000,108040000,1870000
"1108","HEI",54.2,"M",41.91,"M",1.58,"M",14.15,3.78,54200000,41910000,1580000
"1109","HEP",105.44,"M",45.4,"M",1.22,"M",6.83,2.68,105440000,45400000,1220000
"1110","HES",308.42,"M",276.65,"M",6.62,"M",11.18,2.39,308420000,276650000,6620000
"1111","HESM",25.04,"M",23.11,"M",423471,NA,-7.83,1.83,25040000,23110000,423471
"1112","HEXO",122.39,"M",116,"M",8.84,"M",-18.88,7.62,122390000,1.16e+08,8840000
"1113","HFC",162.44,"M",161.32,"M",8.98,"M",11.63,5.56,162440000,161320000,8980000
"1114","HFRO.PRA",NA,NA,NA,NA,5295,NA,28.77,NA,NA,NA,5295
"1115","HGH",NA,NA,NA,NA,56790,NA,39.76,NA,NA,NA,56790
"1116","HGV",85.54,"M",84.34,"M",6.08,"M",196.59,7.21,85540000,84340000,6080000
"1117","HHC",55.11,"M",54.64,"M",1.06,"M",-2.66,1.95,55110000,54640000,1060000
"1118","HI",75.25,"M",74.58,"M",1.18,"M",8.81,1.59,75250000,74580000,1180000
"1119","HIG",357.19,"M",355.98,"M",4.73,"M",13.38,1.33,357190000,355980000,4730000
"1120","HIG.PRG",NA,NA,NA,NA,10555,NA,-76.39,NA,NA,NA,10555
"1121","HIGA",36.39,"M",NA,NA,5403,NA,-40.25,NA,36390000,NA,5403
"1122","HII",40.23,"M",39.18,"M",1.01,"M",-12.49,2.58,40230000,39180000,1010000
"1123","HIL",56.63,"M",48.77,"M",423542,NA,19.04,0.87,56630000,48770000,423542
"1124","HIMS",183.42,"M",66.59,"M",14.44,"M",18.17,21.68,183420000,66590000,14440000
"1125","HIW",104.06,"M",102.5,"M",1.83,"M",-0.74,1.79,104060000,102500000,1830000
"1126","HKIB",46.76,"M",NA,NA,10177,NA,12.85,NA,46760000,NA,10177
"1127","HL",535.55,"M",527.9,"M",11.47,"M",-1.26,2.17,535550000,527900000,11470000
"1128","HL.PRB",157816,NA,NA,NA,72,NA,-36.84,NA,157816,NA,72
"1129","HLF",118.03,"M",104.1,"M",5.68,"M",-4.62,5.45,118030000,104100000,5680000
"1130","HLI",51.4,"M",51.31,"M",2.06,"M",2.19,4.01,51400000,51310000,2060000
"1131","HLT",278.53,"M",273.08,"M",7.52,"M",-10.6,2.76,278530000,273080000,7520000
"1132","HLX",150.72,"M",141.82,"M",9.72,"M",-0.71,6.85,150720000,141820000,9720000
"1133","HMC",1.81,"B",1.73,"B",3.24,"M",18.07,0.19,1.81e+09,1.73e+09,3240000
"1134","HMLP",33.36,"M",17.61,"M",141657,NA,1.9,0.8,33360000,17610000,141657
"1135","HMLP.PRA",7.09,"M",NA,NA,4734,NA,8.06,NA,7090000,NA,4734
"1136","HMN",41.48,"M",41.32,"M",1.08,"M",-4.77,2.62,41480000,41320000,1080000
"1137","HMY",616.05,"M",608.94,"M",21.41,"M",9.1,3.52,616050000,608940000,21410000
"1138","HNGR",38.54,"M",36.44,"M",1.06,"M",31.4,2.9,38540000,36440000,1060000
"1139","HNI",43.55,"M",42.7,"M",820332,NA,6.01,1.92,43550000,42700000,820332
"1140","HNP",NA,NA,117.47,"M",59143,NA,10.65,0.05,NA,117470000,59143
"1141","HOG",153.67,"M",152.75,"M",15.87,"M",-2.6,10.39,153670000,152750000,15870000
"1142","HOME",65.48,"M",64.71,"M",3.89,"M",-31.44,6.01,65480000,64710000,3890000
"1143","HON",694.56,"M",693.81,"M",6.47,"M",20.29,0.93,694560000,693810000,6470000
"1144","HOV",5.53,"M",4.92,"M",211357,NA,-7.89,4.3,5530000,4920000,211357
"1145","HP",107.89,"M",104.15,"M",6.41,"M",3.4,6.16,107890000,104150000,6410000
"1146","HPE",1.3,"B",1.3,"B",24.38,"M",0.64,1.88,1.3e+09,1.3e+09,24380000
"1147","HPP",150.95,"M",142.41,"M",4.77,"M",7.01,3.35,150950000,142410000,4770000
"1148","HPQ",1.25,"B",1.25,"B",17.08,"M",7.17,1.37,1.25e+09,1.25e+09,17080000
"1149","HPX",25.3,"M",24.83,"M",19126,NA,175.15,0.08,25300000,24830000,19126
"1150","HR",141.66,"M",140.33,"M",2.94,"M",-46.74,2.1,141660000,140330000,2940000
"1151","HRB",181.43,"M",180.61,"M",13.12,"M",-1.48,7.27,181430000,180610000,13120000
"1152","HRC",66.47,"M",66.3,"M",1.19,"M",-27.37,1.79,66470000,66300000,1190000
"1153","HRI",29.61,"M",29.23,"M",545082,NA,-12,1.86,29610000,29230000,545082
"1154","HRL",540.15,"M",281.62,"M",16.75,"M",-0.39,5.95,540150000,281620000,16750000
"1155","HRTG",27.97,"M",24.91,"M",484972,NA,-9.91,1.95,27970000,24910000,484972
"1156","HSBC",4.09,"B",4.08,"B",9.99,"M",11.2,0.24,4.09e+09,4.08e+09,9990000
"1157","HSC",79.17,"M",77.95,"M",2.98,"M",-3.93,3.82,79170000,77950000,2980000
"1158","HSY",146.38,"M",145.78,"M",1.52,"M",-28.97,1.04,146380000,145780000,1520000
"1159","HT",39.13,"M",32.98,"M",1.09,"M",12.17,3.3,39130000,32980000,1090000
"1160","HT.PRC",NA,NA,NA,NA,18458,NA,-5.05,NA,NA,NA,18458
"1161","HT.PRD",7.7,"M",NA,NA,6671,NA,-35.14,NA,7700000,NA,6671
"1162","HT.PRE",4,"M",NA,NA,5385,NA,277.37,NA,4e+06,NA,5385
"1163","HTA",218.83,"M",217.7,"M",12.04,"M",0.09,5.53,218830000,217700000,12040000
"1164","HTGC",115.74,"M",114.07,"M",1.76,"M",35.46,1.55,115740000,114070000,1760000
"1165","HTH",82.39,"M",63.09,"M",2.96,"M",7.52,4.68,82390000,63090000,2960000
"1166","HTPA",30,"M",29.78,"M",6703,NA,-65.14,0.02,3e+07,29780000,6703
"1167","HTPA.U",30,"M",29.98,"M",10210,NA,3182.96,0.03,3e+07,29980000,10210
"1168","HUBB",54.32,"M",53.97,"M",642185,NA,-13.17,1.19,54320000,53970000,642185
"1169","HUBS",46.73,"M",44.17,"M",1.61,"M",7.04,3.65,46730000,44170000,1610000
"1170","HUM",129.01,"M",128.71,"M",1.49,"M",-4.91,1.16,129010000,128710000,1490000
"1171","HUN",221.69,"M",200.07,"M",2.46,"M",-20.49,1.23,221690000,200070000,2460000
"1172","HUYA",83.89,"M",NA,NA,25.51,"M",1.53,NA,83890000,NA,25510000
"1173","HVT",16.93,"M",15.33,"M",2.16,"M",-0.33,14.07,16930000,15330000,2160000
"1174","HWM",434.33,"M",430.16,"M",11.73,"M",89.47,2.73,434330000,430160000,11730000
"1175","HXL",83.77,"M",83.28,"M",8.32,"M",9.26,9.99,83770000,83280000,8320000
"1176","HY",12.97,"M",6.8,"M",253852,NA,7.16,3.73,12970000,6800000,253852
"1177","HYLN",172.32,"M",110.47,"M",23.73,"M",-2.73,21.48,172320000,110470000,23730000
"1178","HZAC",54.4,"M",25.2,"M",91815,NA,-40.51,0.36,54400000,25200000,91815
"1179","HZN",27.01,"M",21.43,"M",104578,NA,6.06,0.49,27010000,21430000,104578
"1180","HZO",22.15,"M",21.72,"M",3.12,"M",-1.81,14.34,22150000,21720000,3120000
"1181","HZON",52.5,"M",52.19,"M",318512,NA,56.98,0.61,52500000,52190000,318512
"1182","IAA",134.76,"M",134.49,"M",5.38,"M",-8.45,4,134760000,134490000,5380000
"1183","IACA",25.88,"M",23.51,"M",579015,NA,91.94,2.46,25880000,23510000,579015
"1184","IAG",476.47,"M",467.83,"M",7.17,"M",4.89,1.53,476470000,467830000,7170000
"1185","IBA",NA,NA,NA,NA,5246,NA,-34.51,NA,NA,NA,5246
"1186","IBM",893.52,"M",892.36,"M",25.13,"M",-12.08,2.82,893520000,892360000,25130000
"1187","IBN",3.46,"B",3.45,"B",22.94,"M",17.14,0.67,3.46e+09,3.45e+09,22940000
"1188","IBP",29.7,"M",23.55,"M",1.03,"M",5.75,4.36,29700000,23550000,1030000
"1189","ICD",6.52,"M",6.33,"M",426573,NA,12.56,6.74,6520000,6330000,426573
"1190","ICE",562.77,"M",555.51,"M",4.08,"M",11.97,0.73,562770000,555510000,4080000
"1191","ICL",1.28,"B",565.25,"M",392028,NA,5.35,0.07,1.28e+09,565250000,392028
"1192","IDA",50.52,"M",50.2,"M",1.09,"M",14.16,2.17,50520000,50200000,1090000
"1193","IDT",24.15,"M",20.81,"M",577065,NA,2.5,2.77,24150000,20810000,577065
"1194","IEX",75.93,"M",69.79,"M",1.02,"M",-1.99,1.46,75930000,69790000,1020000
"1195","IFF",248.92,"M",248.47,"M",8.52,"M",-4.53,3.43,248920000,248470000,8520000
"1196","IFFT",NA,NA,16.5,"M",3685,NA,149.83,0.02,NA,16500000,3685
"1197","IFS",NA,NA,33.92,"M",109918,NA,30.51,0.32,NA,33920000,109918
"1198","IGT",204.86,"M",99.02,"M",3.68,"M",16.31,3.71,204860000,99020000,3680000
"1199","IH",24.52,"M",NA,NA,124583,NA,-3.1,NA,24520000,NA,124583
"1200","IHC",14.64,"M",4.72,"M",52203,NA,4.78,1.11,14640000,4720000,52203
"1201","IHG",183.22,"M",182.58,"M",137880,NA,6.06,0.08,183220000,182580000,137880
"1202","IIAC",40.25,"M",29.83,"M",41558,NA,-22.97,0.14,40250000,29830000,41558
"1203","IIPR",23.93,"M",23.48,"M",1.31,"M",-1.09,5.58,23930000,23480000,1310000
"1204","IIPR.PRA",NA,NA,NA,NA,3405,NA,-1.45,NA,NA,NA,3405
"1205","IMAX",59.36,"M",49.44,"M",3.18,"M",-1.31,6.43,59360000,49440000,3180000
"1206","IMPX",40,"M",37.3,"M",61579,NA,3.29,0.17,4e+07,37300000,61579
"1207","INFO",396.59,"M",421.14,"M",9.29,"M",49.04,2.21,396590000,421140000,9290000
"1208","INFY",4.26,"B",4.26,"B",25.54,"M",16.23,0.6,4.26e+09,4.26e+09,25540000
"1209","ING",3.9,"B",3.9,"B",3.1,"M",59.88,0.08,3.9e+09,3.9e+09,3100000
"1210","INGR",66.98,"M",64.6,"M",2.23,"M",5.53,3.45,66980000,64600000,2230000
"1211","INN",106.12,"M",102.77,"M",4.27,"M",-5.52,4.15,106120000,102770000,4270000
"1212","INN.PRD",NA,NA,NA,NA,1192,NA,-25.64,NA,NA,NA,1192
"1213","INN.PRE",NA,NA,NA,NA,7315,NA,13.83,NA,NA,NA,7315
"1214","INSP",27.21,"M",26.56,"M",670109,NA,-2.34,2.52,27210000,26560000,670109
"1215","INSW",28.09,"M",27.42,"M",1.42,"M",9.48,5.17,28090000,27420000,1420000
"1216","INSW.PRA",NA,NA,NA,NA,237,NA,-70.08,NA,NA,NA,237
"1217","INT",63.24,"M",61.43,"M",1.4,"M",-0.56,2.28,63240000,61430000,1400000
"1218","INVH",567.65,"M",566.17,"M",11.9,"M",-5.77,2.1,567650000,566170000,11900000
"1219","IO",28.81,"M",24.52,"M",1.78,"M",0.59,7.24,28810000,24520000,1780000
"1220","IP",391.74,"M",389.64,"M",7.38,"M",6.82,1.9,391740000,389640000,7380000
"1221","IPG",393.38,"M",390.83,"M",14.06,"M",5.04,3.6,393380000,390830000,14060000
"1222","IPI",13.45,"M",8.29,"M",205371,NA,3.15,2.48,13450000,8290000,205371
"1223","IPOD",46,"M",45.78,"M",305021,NA,-6.45,0.67,4.6e+07,45780000,305021
"1224","IPOF",115,"M",114.54,"M",479285,NA,73.99,0.42,1.15e+08,114540000,479285
"1225","IQV",191.66,"M",189.71,"M",2.71,"M",6.36,1.43,191660000,189710000,2710000
"1226","IR",419.45,"M",388.21,"M",6.77,"M",0.72,1.74,419450000,388210000,6770000
"1227","IRM",288.73,"M",284.9,"M",35.06,"M",-3.63,12.31,288730000,284900000,35060000
"1228","IRS",65.87,"M",65.72,"M",29629,NA,-57.32,0.05,65870000,65720000,29629
"1229","IRT",102.15,"M",101.24,"M",5.4,"M",0.57,5.34,102150000,101240000,5400000
"1230","IT",86.96,"M",83.43,"M",1.06,"M",9.63,1.27,86960000,83430000,1060000
"1231","ITCB",341.6,"M",NA,NA,255964,NA,41.99,NA,341600000,NA,255964
"1232","ITGR",32.98,"M",32.47,"M",616804,NA,-1.2,1.9,32980000,32470000,616804
"1233","ITT",86.1,"M",85.58,"M",804580,NA,-34.09,0.94,86100000,85580000,804580
"1234","ITUB",NA,NA,4.79,"B",13.53,"M",-11.39,0.28,NA,4.79e+09,13530000
"1235","ITW",315.88,"M",314.61,"M",2.68,"M",-14.35,0.85,315880000,314610000,2680000
"1236","IVC",34.42,"M",32.94,"M",8.32,"M",12.39,25.26,34420000,32940000,8320000
"1237","IVR",246.4,"M",245.77,"M",37.2,"M",7.67,15.13,246400000,245770000,37200000
"1238","IVR.PRA",NA,NA,NA,NA,6201,NA,-31.87,NA,NA,NA,6201
"1239","IVR.PRB",NA,NA,NA,NA,50915,NA,4.82,NA,NA,NA,50915
"1240","IVR.PRC",NA,NA,NA,NA,827170,NA,0.51,NA,NA,NA,827170
"1241","IVZ",461.45,"M",452.46,"M",10.58,"M",-9.7,2.34,461450000,452460000,10580000
"1242","IX",257.14,"M",243.84,"M",140162,NA,10.17,0.06,257140000,243840000,140162
"1243","J",130.22,"M",128.95,"M",1.4,"M",-6.77,1.09,130220000,128950000,1400000
"1244","JAX",15.09,"M",12.69,"M",112730,NA,1.3,0.89,15090000,12690000,112730
"1245","JBGS",131.5,"M",126.07,"M",1.04,"M",2.85,0.82,131500000,126070000,1040000
"1246","JBL",150.47,"M",137.79,"M",2.65,"M",-3.34,1.92,150470000,137790000,2650000
"1247","JBT",31.75,"M",31.03,"M",1.02,"M",-1.74,3.28,31750000,31030000,1020000
"1248","JCI",716.72,"M",712.24,"M",10.42,"M",20.62,1.46,716720000,712240000,10420000
"1249","JEF",246.97,"M",201.26,"M",8.2,"M",-21.7,4.07,246970000,201260000,8200000
"1250","JELD",99.16,"M",84.34,"M",2.52,"M",4.79,2.99,99160000,84340000,2520000
"1251","JHG",172.35,"M",170.44,"M",3.64,"M",59.62,2.13,172350000,170440000,3640000
"1252","JHX",444.29,"M",NA,NA,73817,NA,-21.8,NA,444290000,NA,73817
"1253","JIH",NA,NA,34.5,"M",3.89,"M",33.89,11.27,NA,34500000,3890000
"1254","JILL",9.71,"M",4.04,"M",91205,NA,-21.33,2.26,9710000,4040000,91205
"1255","JKS",45.26,"M",47.37,"M",7.14,"M",-3.24,15.08,45260000,47370000,7140000
"1256","JLL",51.31,"M",50.92,"M",1.34,"M",0.82,2.63,51310000,50920000,1340000
"1257","JMIA",98.59,"M",89.31,"M",15.96,"M",18.62,17.87,98590000,89310000,15960000
"1258","JMP",19.85,"M",8.02,"M",61351,NA,-20.1,0.77,19850000,8020000,61351
"1259","JNJ",2.63,"B",NA,NA,15.44,"M",2.35,NA,2.63e+09,NA,15440000
"1260","JNPR",327.74,"M",323.63,"M",21.42,"M",3.19,6.62,327740000,323630000,21420000
"1261","JOE",58.88,"M",57.22,"M",737141,NA,5.22,1.29,58880000,57220000,737141
"1262","JP",33.62,"M",NA,NA,14219,NA,-16.79,NA,33620000,NA,14219
"1263","JPM",3.03,"B",3,"B",19.62,"M",10.62,0.65,3.03e+09,3e+09,19620000
"1264","JPM.PRC",NA,NA,NA,NA,175263,NA,7.54,NA,NA,NA,175263
"1265","JPM.PRD",NA,NA,NA,NA,34890,NA,-32.34,NA,NA,NA,34890
"1266","JPM.PRJ",NA,NA,NA,NA,99348,NA,-9.87,NA,NA,NA,99348
"1267","JT",16.36,"M",15.69,"M",297907,NA,-10.03,1.9,16360000,15690000,297907
"1268","JWN",157.77,"M",109.27,"M",13.21,"M",-11.16,12.09,157770000,109270000,13210000
"1269","JWS",69,"M",NA,NA,5.09,"M",14.2,NA,6.9e+07,NA,5090000
"1270","K",340.5,"M",338.24,"M",22.58,"M",2.58,6.68,340500000,338240000,22580000
"1271","KAI",11.58,"M",11.4,"M",180681,NA,1.32,1.59,11580000,11400000,180681
"1272","KAMN",27.81,"M",27.25,"M",796875,NA,13.1,2.92,27810000,27250000,796875
"1273","KAR",124.76,"M",123.31,"M",11.16,"M",3.01,9.05,124760000,123310000,11160000
"1274","KB",415.81,"M",389.61,"M",1.05,"M",-16.25,0.27,415810000,389610000,1050000
"1275","KBH",92.03,"M",89.58,"M",3.8,"M",35.92,4.25,92030000,89580000,3800000
"1276","KBR",141.35,"M",139.79,"M",9.47,"M",1.77,6.78,141350000,139790000,9470000
"1277","KEN",53.88,"M",22.62,"M",17452,NA,-42.6,0.08,53880000,22620000,17452
"1278","KEP",1.28,"B",1.28,"B",749876,NA,9.47,0.06,1.28e+09,1.28e+09,749876
"1279","KEX",60.11,"M",59.42,"M",1.98,"M",1.41,3.33,60110000,59420000,1980000
"1280","KEY",970.52,"M",965.41,"M",14.19,"M",4.72,1.47,970520000,965410000,14190000
"1281","KEY.PRI",NA,NA,NA,NA,39696,NA,-40.07,NA,NA,NA,39696
"1282","KEY.PRJ",NA,NA,NA,NA,5670,NA,-73.03,NA,NA,NA,5670
"1283","KEY.PRK",NA,NA,NA,NA,6134,NA,-87.42,NA,NA,NA,6134
"1284","KEYS",184.23,"M",182.93,"M",6.86,"M",6.57,3.75,184230000,182930000,6860000
"1285","KFS",23.71,"M",15.57,"M",10083,NA,-60.83,0.06,23710000,15570000,10083
"1286","KFY",54.01,"M",52.94,"M",749698,NA,1,1.42,54010000,52940000,749698
"1287","KGC",1.26,"B",1.25,"B",15.9,"M",32.62,1.27,1.26e+09,1.25e+09,15900000
"1288","KIM",433.46,"M",411.9,"M",26.05,"M",8.71,6.32,433460000,411900000,26050000
"1289","KIM.PRL",NA,NA,NA,NA,3848,NA,-53.66,NA,NA,NA,3848
"1290","KIM.PRM",NA,NA,NA,NA,25949,NA,82.6,NA,NA,NA,25949
"1291","KKR",581.78,"M",557.93,"M",8.35,"M",-9.18,1.5,581780000,557930000,8350000
"1292","KKR.PRA",NA,NA,NA,NA,4597,NA,-94.65,NA,NA,NA,4597
"1293","KKR.PRB",NA,NA,NA,NA,947,NA,-53.35,NA,NA,NA,947
"1294","KKR.PRC",23,"M",NA,NA,1.13,"M",-6.62,NA,2.3e+07,NA,1130000
"1295","KL",267.06,"M",256.14,"M",2.75,"M",-5.89,1.07,267060000,256140000,2750000
"1296","KMB",337.43,"M",337.03,"M",7.52,"M",-9.94,2.23,337430000,337030000,7520000
"1297","KMI",2.26,"B",1.98,"B",25.94,"M",-6.5,1.31,2.26e+09,1.98e+09,25940000
"1298","KMPR",64.57,"M",61.72,"M",560524,NA,35.02,0.91,64570000,61720000,560524
"1299","KMT",83.6,"M",79.29,"M",4.02,"M",-5.99,5.08,83600000,79290000,4020000
"1300","KMX",163.15,"M",162.51,"M",3.56,"M",-5.53,2.19,163150000,162510000,3560000
"1301","KN",92.79,"M",91.09,"M",6.35,"M",1.98,6.98,92790000,91090000,6350000
"1302","KNL",49.39,"M",49.51,"M",3.1,"M",41.09,6.26,49390000,49510000,3100000
"1303","KNOP",NA,NA,24.04,"M",174265,NA,9.07,0.73,NA,24040000,174265
"1304","KNX",165.51,"M",151.1,"M",6.01,"M",11.52,3.98,165510000,151100000,6010000
"1305","KO",4.31,"B",NA,NA,31.03,"M",11.85,NA,4.31e+09,NA,31030000
"1306","KODK",78.5,"M",55.89,"M",9.75,"M",2.97,17.44,78500000,55890000,9750000
"1307","KOF",NA,NA,49.8,"M",236373,NA,-6.45,0.47,NA,49800000,236373
"1308","KOP",21.24,"M",20.24,"M",600214,NA,29.49,2.97,21240000,20240000,600214
"1309","KOS",408.05,"M",398.57,"M",19.68,"M",-4.86,4.94,408050000,398570000,19680000
"1310","KR",757.1,"M",750.75,"M",59.55,"M",-1.71,7.93,757100000,750750000,59550000
"1311","KRA",32.14,"M",31.22,"M",1.49,"M",11.74,4.77,32140000,31220000,1490000
"1312","KRC",116.45,"M",111.12,"M",4.53,"M",29.44,4.07,116450000,111120000,4530000
"1313","KREF",55.64,"M",38.75,"M",1.35,"M",-14.9,3.49,55640000,38750000,1350000
"1314","KRG",84.49,"M",83.64,"M",4.56,"M",-1.2,5.45,84490000,83640000,4560000
"1315","KRO",115.54,"M",22.06,"M",720475,NA,-8.14,3.27,115540000,22060000,720475
"1316","KRP",39.75,"M",21.19,"M",260888,NA,-0.33,1.23,39750000,21190000,260888
"1317","KSS",157.59,"M",155.94,"M",9.78,"M",0.74,6.27,157590000,155940000,9780000
"1318","KSU",90.93,"M",90.39,"M",3.46,"M",-3.11,3.83,90930000,90390000,3460000
"1319","KSU.PR",214542,NA,NA,NA,368,NA,81.28,NA,214542,NA,368
"1320","KT",NA,NA,468.45,"M",4.73,"M",-4.02,1.01,NA,468450000,4730000
"1321","KTB",57.63,"M",53.29,"M",2.12,"M",-6.63,3.98,57630000,53290000,2120000
"1322","KTH",1.01,"M",NA,NA,60,NA,-80,NA,1010000,NA,60
"1323","KTN",NA,NA,NA,NA,1100,NA,6.8,NA,NA,NA,1100
"1324","KUKE",21.29,"M",NA,NA,11873,NA,-11.46,NA,21290000,NA,11873
"1325","KW",140.77,"M",119.87,"M",1.69,"M",8.04,1.41,140770000,119870000,1690000
"1326","KWR",17.87,"M",13.37,"M",1.5,"M",-1.63,11.24,17870000,13370000,1500000
"1327","L",267.13,"M",222.62,"M",2.08,"M",2.88,0.94,267130000,222620000,2080000
"1328","LAC",119.86,"M",98,"M",10.68,"M",7.24,10.89,119860000,9.8e+07,10680000
"1329","LAD",26.65,"M",28.77,"M",1.94,"M",-0.77,6.74,26650000,28770000,1940000
"1330","LADR",126.34,"M",111.9,"M",2.29,"M",-28.02,2.05,126340000,111900000,2290000
"1331","LAIX",29.74,"M",26.33,"M",36614,NA,-46.35,0.14,29740000,26330000,36614
"1332","LAZ",112.77,"M",109.18,"M",2.19,"M",-26.36,2.01,112770000,109180000,2190000
"1333","LB",278.9,"M",236.94,"M",7.58,"M",0.62,3.2,278900000,236940000,7580000
"1334","LBRT",169.89,"M",88.11,"M",6.3,"M",19.37,7.15,169890000,88110000,6300000
"1335","LC",97.23,"M",93.47,"M",4.46,"M",8.2,4.77,97230000,93470000,4460000
"1336","LCI",41.45,"M",31.28,"M",8.78,"M",0.19,28.07,41450000,31280000,8780000
"1337","LCII",25.25,"M",24.42,"M",1.02,"M",47.41,4.17,25250000,24420000,1020000
"1338","LDL",18.02,"M",16.98,"M",481866,NA,2.55,2.84,18020000,16980000,481866
"1339","LDOS",141.42,"M",133.09,"M",1.78,"M",-2.64,1.34,141420000,133090000,1780000
"1340","LEA",60.14,"M",59.98,"M",999618,NA,1.38,1.67,60140000,59980000,999618
"1341","LEAF",36.03,"M",29.6,"M",969736,NA,5.94,3.28,36030000,29600000,969736
"1342","LEAP",41.26,"M",40.32,"M",38489,NA,-33.5,0.1,41260000,40320000,38489
"1343","LEE",5.88,"M",5.06,"M",233093,NA,2.45,4.6,5880000,5060000,233093
"1344","LEG",133.23,"M",131.66,"M",5.92,"M",2.53,4.5,133230000,131660000,5920000
"1345","LEJU",136.41,"M",136.32,"M",99299,NA,-11.88,0.07,136410000,136320000,99299
"1346","LEN",274.5,"M",270.38,"M",8.92,"M",6.37,3.3,274500000,270380000,8920000
"1347","LEN.B",37.62,"M",15.42,"M",370276,NA,29.52,2.4,37620000,15420000,370276
"1348","LEVI",83.26,"M",74.98,"M",3.35,"M",-4.06,4.47,83260000,74980000,3350000
"1349","LFC",NA,NA,1.49,"B",2.23,"M",-19.11,0.15,NA,1.49e+09,2230000
"1350","LFT",24.94,"M",24.41,"M",36058,NA,234.43,0.15,24940000,24410000,36058
"1351","LGF.A",83.05,"M",74.48,"M",5.1,"M",-9.75,6.84,83050000,74480000,5100000
